Approx. soln.,x,y
0.0,0.1,0.0
0.0,0.2,0.0
0.0,0.30000000000000004,0.0
0.0,0.4,0.0
0.0,0.5,0.0
0.0,0.6000000000000001,0.0
0.0,0.7000000000000001,0.0
0.0,0.8,0.0
0.0,0.9,0.0
0.35981426737371075,1.0,0.1
0.49551446568496427,1.0,0.2
0.5764686718861494,1.0,0.30000000000000004
0.6197120765814289,1.0,0.4
0.6333185410487772,1.0,0.5
0.6197120846214508,1.0,0.6000000000000001
0.5764686594786186,1.0,0.7000000000000001
0.4955144745486323,1.0,0.8
0.3598142987903647,1.0,0.9
0.0,0.9,1.0
0.0,0.8,1.0
0.0,0.7,1.0
0.0,0.6,1.0
0.0,0.5,1.0
0.0,0.3999999999999999,1.0
0.0,0.29999999999999993,1.0
0.0,0.19999999999999996,1.0
0.0,0.09999999999999998,1.0
0.0,0.0,0.9
0.0,0.0,0.8
0.0,0.0,0.7
0.0,0.0,0.6
0.0,0.0,0.5
0.0,0.0,0.3999999999999999
0.0,0.0,0.29999999999999993
0.0,0.0,0.19999999999999996
0.0,0.0,0.09999999999999998
0.0028303763791320594,0.1,0.1
0.00630804100458403,0.2,0.1
0.011207182513243152,0.30000000000000004,0.1
0.01857225164495348,0.4,0.1
0.02991179409754603,0.5,0.1
0.047533579314788764,0.6,0.1
0.07528422938968576,0.7,0.1
0.12051000998357238,0.7999999999999999,0.1
0.19998357798096902,0.8999999999999999,0.1
0.0053656588556428315,0.1,0.2
0.011946185967442163,0.2,0.2
0.02118302231121515,0.30000000000000004,0.2
0.034986891568178746,0.4,0.2
0.05602700322411971,0.5,0.2
0.08813532724705055,0.6,0.2
0.13697366257094265,0.7,0.2
0.2112228851402368,0.7999999999999999,0.2
0.32443717884722245,0.8999999999999999,0.2
0.007355158192098952,0.1,0.30000000000000004
0.016355995929034608,0.2,0.30000000000000004
0.028937814222910804,0.30000000000000004,0.30000000000000004
0.04761821318437521,0.4,0.30000000000000004
0.0757985512220771,0.5,0.30000000000000004
0.11808435575478887,0.6,0.30000000000000004
0.18062895218117964,0.7,0.30000000000000004
0.27143206753063864,0.7999999999999999,0.30000000000000004
0.40020523859118895,0.8999999999999999,0.30000000000000004
0.008618486662942635,0.1,0.4
0.019147511352730986,0.2,0.4
0.0338190241966093,0.30000000000000004,0.4
0.05549711565551376,0.4,0.4
0.08796154877940054,0.5,0.4
0.13613275654897927,0.6,0.4
0.20617198303656806,0.7,0.4
0.30531004227487124,0.7999999999999999,0.4
0.4411073512231571,0.8999999999999999,0.4
0.009050885287492596,0.1,0.5
0.020101197148401004,0.2,0.5
0.03548109065052399,0.30000000000000004,0.5
0.05816594424224172,0.4,0.5
0.092049771060365,0.5,0.5
0.14213255830993893,0.6,0.5
0.2145372102923726,0.7,0.5
0.31620417065597256,0.7999999999999999,0.5
0.45403579244563874,0.8999999999999999,0.5
0.0086184867378741,0.1,0.6
0.019147511518303566,0.2,0.6
0.03381902448540804,0.30000000000000004,0.6
0.05549711611823823,0.4,0.6
0.08796154948468636,0.5,0.6
0.13613275757673315,0.6,0.6
0.20617198443869178,0.7,0.6
0.30531004392315186,0.7999999999999999,0.6
0.4411073521228561,0.8999999999999999,0.6
0.007355158334459564,0.1,0.7
0.016355996244084153,0.2,0.7
0.02893781477551454,0.30000000000000004,0.7
0.047618214078752275,0.4,0.7
0.07579855260725667,0.5,0.7
0.1180843578228831,0.6,0.7
0.18062895511798616,0.7,0.7
0.27143207129245456,0.7999999999999999,0.7
0.4002052430919691,0.8999999999999999,0.7
0.005365659049958543,0.1,0.7999999999999999
0.011946186396637323,0.2,0.7999999999999999
0.021183023068530385,0.30000000000000004,0.7999999999999999
0.034986892809791434,0.4,0.7999999999999999
0.05602700518907875,0.5,0.7999999999999999
0.08813533027615245,0.6,0.7999999999999999
0.1369736670730455,0.7,0.7999999999999999
0.21122289140612518,0.7999999999999999,0.7999999999999999
0.32443718757700674,0.8999999999999999,0.7999999999999999
0.0028303766036664566,0.1,0.8999999999999999
0.006308041491438765,0.2,0.8999999999999999
0.011207183373468807,0.30000000000000004,0.8999999999999999
0.018572253068302215,0.4,0.8999999999999999
0.029911796400211757,0.5,0.8999999999999999
0.04753358302337787,0.6,0.8999999999999999
0.07528423534777731,0.7,0.8999999999999999
0.1205100192510465,0.7999999999999999,0.8999999999999999
0.19998358954211262,0.8999999999999999,0.8999999999999999
