x,y
9.0,0.0
8.996838839014696,0.07945016697171438
8.987375341936334,0.15839802440721498
8.97166934004041,0.2363444385329049
8.949820131727783,0.31279660702222717
8.921965854728207,0.38727117465064104
8.888282612749132,0.45929728922297797
8.848983362091364,0.5284195784526194
8.804316565270765,0.5942010289717106
8.75456462015823,0.6562257492703757
8.700042074569426,0.7141015990967498
8.64109363759222,0.767462668693908
8.578092000224848,0.815971592199161
8.511435479103422,0.8593216805796611
8.441545498215913,0.8972388606192122
8.368863924524009,0.929483407697387
8.29385027433792,0.9558514614057608
8.216978808106319,0.9761763144190508
8.138735531989068,0.9903294664725019
8.05961512516982,0.998221436781933
7.98011781233493,0.9998023297700656
7.9007462010919385,0.9950621505224274
7.82200210432245,0.9840308679784207
7.744383367559525,0.966778225458037
7.668380721447932,0.9434132997221345
7.594474679187006,0.9140838113540346
7.523132498571494,0.8789751908224336
7.4548052278373325,0.8383094061302765
7.389924853989475,0.7923435594615744
7.328901571640963,0.741368261698618
7.272121189630506,0.6857057950864132
7.219942691814787,0.6257080756605597
7.172695967456943,0.5617544283207708
7.130679725560418,0.49424918861672296
7.094159606334477,0.4236191464085279
7.063366501731272,0.3503108475638243
7.038495095672579,0.27478777075102506
7.019702633195363,0.19752739717795256
7.007107926298026,0.11901819180190486
7.000790602772698,0.03975651509692544
7.000790602772698,-0.03975651509692564
7.007107926298026,-0.11901819180190505
7.019702633195364,-0.19752739717795276
7.038495095672579,-0.27478777075102523
7.063366501731272,-0.35031084756382447
7.094159606334477,-0.4236191464085281
7.130679725560418,-0.4942491886167231
7.172695967456943,-0.5617544283207709
7.219942691814788,-0.6257080756605602
7.272121189630506,-0.6857057950864133
7.328901571640963,-0.7413682616986182
7.389924853989476,-0.7923435594615745
7.454805227837333,-0.8383094061302768
7.523132498571494,-0.8789751908224337
7.594474679187006,-0.9140838113540347
7.6683807214479325,-0.9434132997221347
7.744383367559525,-0.966778225458037
7.82200210432245,-0.9840308679784207
7.9007462010919385,-0.9950621505224275
7.98011781233493,-0.9998023297700656
8.05961512516982,-0.998221436781933
8.138735531989068,-0.9903294664725019
8.216978808106319,-0.9761763144190507
8.29385027433792,-0.9558514614057608
8.368863924524009,-0.929483407697387
8.441545498215913,-0.8972388606192121
8.511435479103422,-0.8593216805796611
8.57809200022485,-0.8159715921991609
8.64109363759222,-0.7674626686939077
8.700042074569426,-0.7141015990967493
8.75456462015823,-0.6562257492703756
8.804316565270765,-0.5942010289717102
8.848983362091364,-0.528419578452619
8.888282612749132,-0.45929728922297797
8.921965854728207,-0.38727117465064087
8.949820131727783,-0.3127966070222267
8.97166934004041,-0.23634443853290504
8.987375341936334,-0.15839802440721487
8.996838839014696,-0.07945016697171399
9.0,-2.4492935982947064e-16
