Approx. soln.,x,y
7.09648603387177,0.6666666666666666,0.0
6.343730027321726,0.6159196883408578,0.25512228824339317
4.00211831262277,0.4714045207910317,0.4714045207910317
0.8373807054013014,0.2551222882433932,0.6159196883408578
-1.9088723734021187,4.082155997157844e-17,0.6666666666666666
-1.4743500128388405,-0.2551222882433931,0.6159196883408578
-4.15261727097095,-0.4714045207910316,0.4714045207910317
-6.378537667682394,-0.6159196883408578,0.2551222882433932
-7.096486110240221,-0.6666666666666666,8.164311994315688e-17
-6.34373014816083,-0.6159196883408579,-0.2551222882433931
-4.00211882784788,-0.4714045207910318,-0.4714045207910316
-0.8373808031901717,-0.25512228824339356,-0.6159196883408576
1.9088723063468933,-1.224646799147353e-16,-0.6666666666666666
1.4743498973548412,0.25512228824339334,-0.6159196883408578
4.152616614752333,0.47140452079103157,-0.4714045207910318
6.378537527518347,0.6159196883408576,-0.25512228824339356
-1.3477052763664703,-0.25,-0.5
0.899896697315878,0.0,-0.5
2.0344124073899486,0.25,-0.5
-4.9007110188235075,-0.5,-0.25
-2.0864246556427557,-0.25,-0.25
0.31420878371636146,0.0,-0.25
2.44336398697686,0.25,-0.25
5.013345014644104,0.5,-0.25
-5.116249684002233,-0.5,0.0
-2.411504896267891,-0.25,0.0
-8.882960480556113e-08,0.0,0.0
2.411504720064398,0.25,0.0
5.116249543210739,0.5,0.0
-5.0133452462833805,-0.5,0.25
-2.443364192911039,-0.25,0.25
-0.31420896661438347,0.0,0.25
2.0864244694372327,0.25,0.25
4.900710826433804,0.5,0.25
-2.034412645093546,-0.25,0.5
-0.899896865263143,0.0,0.5
1.347705083593624,0.25,0.5
